Timestamp,Open,High,Low,Close,ADX_ADX,VOL_Volume,EMA_EMA,EMA_EMA,ATR_ATR
2025-02-16 21:31:00,22261.75,22263.75,22261.0,22261.0,50,169,22261,22261,2.75
2025-02-16 21:32:00,22260.88,22262.0,22260.6,22260.88,50,175,22260,22260,2.84
2025-02-16 21:33:00,22260.38,22262.03,22259.81,22260.39,51,180,22257,22257,2.85
2025-02-16 21:34:00,22260.25,22261.79,22259.86,22260.26,51,183,22257,22257,2.82
2025-02-16 21:35:00,22261.16,22262.32,22260.63,22261.19,52,185,22260,22260,2.85
2025-02-16 21:36:00,22262.0,22262.38,22261.71,22262.0,51,187,22261,22261,2.93
2025-02-16 21:37:00,22262.12,22263.52,22261.87,22262.1,51,190,22260,22260,2.95
2025-02-16 21:38:00,22261.69,22261.95,22261.37,22261.65,51,197,22259,22259,3.03
2025-02-16 21:39:00,22261.55,22262.76,22260.89,22261.53,51,206,22257,22257,3.1
2025-02-16 21:40:00,22261.24,22262.79,22261.1,22261.23,50,211,22258,22258,3.1
2025-02-16 21:41:00,22261.1,22261.91,22260.51,22261.09,51,215,22260,22260,3.2
2025-02-16 21:42:00,22261.59,22263.0,22261.53,22261.59,52,219,22257,22257,3.16
2025-02-16 21:43:00,22262.35,22263.61,22262.06,22262.34,52,224,22258,22258,3.13
2025-02-16 21:44:00,22261.92,22262.18,22261.27,22261.88,53,225,22261,22261,3.17
2025-02-16 21:45:00,22262.17,22262.73,22261.67,22262.14,53,234,22260,22260,3.16
2025-02-16 21:46:00,22261.67,22262.55,22261.45,22261.64,53,241,22260,22260,3.17
2025-02-16 21:47:00,22262.32,22264.02,22261.77,22262.3,53,250,22259,22259,3.15
2025-02-16 21:48:00,22262.37,22263.13,22262.06,22262.33,54,251,22260,22260,3.1
2025-02-16 21:49:00,22262.26,22263.9,22261.91,22262.22,54,256,22261,22261,3.06
2025-02-16 21:50:00,22261.77,22262.84,22261.43,22261.74,54,264,22262,22262,3.15
2025-02-16 21:51:00,22262.72,22264.33,22262.62,22262.7,55,270,22260,22260,3.18
2025-02-16 21:52:00,22262.54,22263.79,22262.13,22262.5,55,279,22260,22260,3.16
2025-02-16 21:53:00,22263.42,22264.94,22262.82,22263.37,55,284,22263,22263,3.14
2025-02-16 21:54:00,22263.48,22263.97,22263.07,22263.41,55,292,22259,22259,3.23
2025-02-16 21:55:00,22263.37,22264.84,22262.79,22263.29,55,302,22260,22260,3.3
2025-02-16 21:56:00,22263.94,22265.0,22263.72,22263.88,55,312,22262,22262,3.27
2025-02-16 21:57:00,22264.52,22265.17,22264.16,22264.44,55,315,22261,22261,3.33
2025-02-16 21:58:00,22265.26,22266.87,22264.85,22265.15,56,321,22261,22261,3.36
2025-02-16 21:59:00,22265.3,22266.17,22264.6,22265.17,57,329,22265,22265,3.32
2025-02-16 22:00:00,22264.89,22265.19,22264.1,22264.76,57,338,22262,22262,3.39
2025-02-16 22:01:00,22265.25,22267.05,22265.11,22265.15,57,344,22262,22262,3.49
2025-02-16 22:02:00,22265.18,22266.05,22264.33,22265.06,57,348,22264,22264,3.49
2025-02-16 22:03:00,22265.82,22266.96,22265.02,22265.7,57,357,22265,22265,3.57
2025-02-16 22:04:00,22266.35,22266.72,22265.66,22266.22,57,359,22263,22263,3.54
2025-02-16 22:05:00,22266.04,22267.01,22265.29,22265.89,57,363,22262,22262,3.51
2025-02-16 22:06:00,22265.91,22267.36,22265.13,22265.77,57,373,22263,22263,3.52
2025-02-16 22:07:00,22266.34,22266.91,22265.83,22266.2,58,380,22264,22264,3.51
2025-02-16 22:08:00,22266.61,22267.05,22266.09,22266.46,58,385,22266,22266,3.59
2025-02-16 22:09:00,22266.92,22267.23,22266.58,22266.76,58,395,22263,22263,3.67
2025-02-16 22:10:00,22266.29,22267.4,22265.47,22266.12,58,404,22262,22262,3.74
2025-02-16 22:11:00,22265.65,22266.39,22265.49,22265.49,59,413,22263,22263,3.76
2025-02-16 22:12:00,22266.12,22267.39,22265.31,22265.99,59,420,22264,22264,3.77
2025-02-16 22:13:00,22266.66,22267.62,22266.38,22266.51,59,422,22263,22263,3.83
2025-02-16 22:14:00,22266.74,22268.56,22266.24,22266.58,59,430,22262,22262,3.8
2025-02-16 22:15:00,22266.23,22267.04,22265.65,22266.06,59,440,22261,22261,3.84
2025-02-16 22:16:00,22266.13,22268.06,22265.27,22265.99,59,450,22265,22265,3.81
2025-02-16 22:17:00,22266.19,22267.04,22265.43,22266.05,59,457,22264,22264,3.9
2025-02-16 22:18:00,22266.47,22267.96,22266.27,22266.32,60,459,22265,22265,3.89
2025-02-16 22:19:00,22266.09,22266.83,22265.87,22265.94,60,465,22262,22262,3.92
2025-02-16 22:20:00,22265.62,22266.85,22265.11,22265.47,61,470,22265,22265,3.88
2025-02-16 22:21:00,22265.82,22267.36,22265.64,22265.69,61,474,22261,22261,3.94
2025-02-16 22:22:00,22265.52,22266.43,22264.81,22265.39,61,482,22263,22263,3.9
2025-02-16 22:23:00,22265.07,22266.38,22264.63,22264.94,61,491,22262,22262,3.96
2025-02-16 22:24:00,22265.3,22266.09,22265.04,22265.18,62,495,22265,22265,3.98
2025-02-16 22:25:00,22264.93,22266.13,22264.16,22264.81,63,501,22262,22262,4.03
2025-02-16 22:26:00,22265.13,22267.02,22264.5,22265.02,63,505,22262,22262,4.01
2025-02-16 22:27:00,22264.69,22266.65,22264.0,22264.57,63,511,22262,22262,4.07
2025-02-16 22:28:00,22264.73,22265.36,22263.93,22264.63,63,515,22263,22263,4.08
2025-02-16 22:29:00,22264.17,22264.53,22263.77,22264.06,63,522,22264,22264,4.08
2025-02-16 22:30:00,22264.63,22265.07,22264.37,22264.54,64,531,22263,22263,4.16
2025-02-16 22:31:00,22264.42,22265.39,22264.27,22264.32,64,537,22263,22263,4.23
2025-02-16 22:32:00,22265.23,22267.15,22264.5,22265.14,65,541,22264,22264,4.3
2025-02-16 22:33:00,22265.46,22267.19,22264.81,22265.33,66,549,22264,22264,4.36
2025-02-16 22:34:00,22265.52,22266.03,22264.85,22265.39,66,550,22260,22260,4.38
2025-02-16 22:35:00,22264.92,22266.86,22264.08,22264.79,67,557,22260,22260,4.46
2025-02-16 22:36:00,22265.44,22265.81,22265.07,22265.33,67,567,22264,22264,4.55
2025-02-16 22:37:00,22265.43,22267.22,22265.26,22265.3,68,574,22265,22265,4.63
2025-02-16 22:38:00,22265.31,22265.89,22264.65,22265.19,68,582,22263,22263,4.71
2025-02-16 22:39:00,22265.89,22267.79,22265.09,22265.76,68,587,22263,22263,4.76
2025-02-16 22:40:00,22266.54,22268.52,22265.98,22266.4,68,593,22262,22262,4.73
2025-02-16 22:41:00,22266.47,22268.27,22266.17,22266.31,68,600,22262,22262,4.79
2025-02-16 22:42:00,22266.3,22266.91,22265.97,22266.14,68,610,22262,22262,4.76
